region,year,age_group,sex,population
Tarapacá,2019,45-49,Female,11183.0
Tarapacá,2019,45-49,Male,11559.0
Tarapacá,2019,5-9,Female,14694.0
Tarapacá,2019,5-9,Male,15226.0
Tarapacá,2019,50-54,Female,9822.0
Tarapacá,2019,50-54,Male,9952.0
Tarapacá,2019,55-59,Female,9065.0
Tarapacá,2019,55-59,Male,9119.0
Tarapacá,2019,60-64,Female,7725.0
Tarapacá,2019,60-64,Male,7630.0
Tarapacá,2019,65-69,Female,5967.0
Tarapacá,2019,65-69,Male,5644.0
Tarapacá,2019,70-74,Female,3966.0
Tarapacá,2019,70-74,Male,3467.0
Tarapacá,2019,75-79,Female,2642.0
Tarapacá,2019,75-79,Male,2099.0
Tarapacá,2019,80+,Female,3600.0
Tarapacá,2019,80+,Male,2316.0
Tarapacá,2020,0-4,Female,14030.0
Tarapacá,2020,0-4,Male,14636.0
Tarapacá,2020,10-14,Female,13846.0
Tarapacá,2020,10-14,Male,14275.0
Tarapacá,2020,15-19,Female,12788.0
Tarapacá,2020,15-19,Male,13500.0
Tarapacá,2020,20-24,Female,15144.0
Tarapacá,2020,20-24,Male,15866.0
Tarapacá,2020,25-29,Female,18078.0
Tarapacá,2020,25-29,Male,18640.0
Tarapacá,2020,30-34,Female,16841.0
Tarapacá,2020,30-34,Male,17729.0
Tarapacá,2020,35-39,Female,14986.0
Tarapacá,2020,35-39,Male,15534.0
Tarapacá,2020,40-44,Female,12976.0
Tarapacá,2020,40-44,Male,13777.0
Tarapacá,2020,45-49,Female,11598.0
Tarapacá,2020,45-49,Male,12007.0
Tarapacá,2020,5-9,Female,15030.0
Tarapacá,2020,5-9,Male,15594.0
Tarapacá,2020,50-54,Female,10039.0
Tarapacá,2020,50-54,Male,10126.0
Tarapacá,2020,55-59,Female,9326.0
Tarapacá,2020,55-59,Male,9365.0
Tarapacá,2020,60-64,Female,7863.0
Tarapacá,2020,60-64,Male,7711.0
Tarapacá,2020,65-69,Female,6380.0
Tarapacá,2020,65-69,Male,6052.0
Tarapacá,2020,70-74,Female,4199.0
Tarapacá,2020,70-74,Male,3692.0
Tarapacá,2020,75-79,Female,2777.0
Tarapacá,2020,75-79,Male,2217.0
Tarapacá,2020,80+,Female,3727.0
Tarapacá,2020,80+,Male,2424.0
Tarapacá,2021,0-4,Female,14080.0
Tarapacá,2021,0-4,Male,14695.0
Tarapacá,2021,10-14,Female,14394.0
Tarapacá,2021,10-14,Male,14855.0
Tarapacá,2021,15-19,Female,12877.0
Tarapacá,2021,15-19,Male,13567.0
Tarapacá,2021,20-24,Female,14963.0
Tarapacá,2021,20-24,Male,15683.0
Tarapacá,2021,25-29,Female,18395.0
Tarapacá,2021,25-29,Male,18901.0
Tarapacá,2021,30-34,Female,17647.0
Tarapacá,2021,30-34,Male,18616.0
Tarapacá,2021,35-39,Female,15389.0
Tarapacá,2021,35-39,Male,15927.0
Tarapacá,2021,40-44,Female,13425.0
Tarapacá,2021,40-44,Male,14191.0
Tarapacá,2021,45-49,Female,11920.0
Tarapacá,2021,45-49,Male,12355.0
Tarapacá,2021,5-9,Female,15050.0
Tarapacá,2021,5-9,Male,15629.0
Tarapacá,2021,50-54,Female,10261.0
Tarapacá,2021,50-54,Male,10322.0
Tarapacá,2021,55-59,Female,9472.0
Tarapacá,2021,55-59,Male,9490.0
Tarapacá,2021,60-64,Female,8034.0
Tarapacá,2021,60-64,Male,7836.0
Tarapacá,2021,65-69,Female,6721.0
Tarapacá,2021,65-69,Male,6388.0
Tarapacá,2021,70-74,Female,4480.0
Tarapacá,2021,70-74,Male,3953.0
Tarapacá,2021,75-79,Female,2928.0
Tarapacá,2021,75-79,Male,2345.0
Tarapacá,2021,80+,Female,3852.0
Tarapacá,2021,80+,Male,2524.0
Tarapacá,2022,0-4,Female,14262.0
Tarapacá,2022,0-4,Male,14890.0
Tarapacá,2022,10-14,Female,14738.0
Tarapacá,2022,10-14,Male,15219.0
Tarapacá,2022,15-19,Female,13004.0
Tarapacá,2022,15-19,Male,13682.0
Tarapacá,2022,20-24,Female,14488.0
Tarapacá,2022,20-24,Male,15196.0
Tarapacá,2022,25-29,Female,18328.0
Tarapacá,2022,25-29,Male,18787.0
Tarapacá,2022,30-34,Female,18230.0
Tarapacá,2022,30-34,Male,19251.0
Tarapacá,2022,35-39,Female,15673.0
Tarapacá,2022,35-39,Male,16260.0
Tarapacá,2022,40-44,Female,13881.0
Tarapacá,2022,40-44,Male,14578.0
Tarapacá,2022,45-49,Female,12172.0
Tarapacá,2022,45-49,Male,12656.0
Tarapacá,2022,5-9,Female,14786.0
Tarapacá,2022,5-9,Male,15368.0
Tarapacá,2022,50-54,Female,10505.0
Tarapacá,2022,50-54,Male,10557.0
Tarapacá,2022,55-59,Female,9535.0
Tarapacá,2022,55-59,Male,9506.0
Tarapacá,2022,60-64,Female,8239.0
Tarapacá,2022,60-64,Male,8007.0
Tarapacá,2022,65-69,Female,7005.0
Tarapacá,2022,65-69,Male,6649.0
Tarapacá,2022,70-74,Female,4789.0
Tarapacá,2022,70-74,Male,4239.0
Tarapacá,2022,75-79,Female,3101.0
Tarapacá,2022,75-79,Male,2493.0
Tarapacá,2022,80+,Female,3988.0
Tarapacá,2022,80+,Male,2635.0
Tarapacá,2023,0-4,Female,14463.0
Tarapacá,2023,0-4,Male,15099.0
Tarapacá,2023,10-14,Female,14944.0
Tarapacá,2023,10-14,Male,15437.0
Tarapacá,2023,15-19,Female,13226.0
Tarapacá,2023,15-19,Male,13905.0
Tarapacá,2023,20-24,Female,14022.0
Tarapacá,2023,20-24,Male,14717.0
Tarapacá,2023,25-29,Female,18077.0
Tarapacá,2023,25-29,Male,18492.0
Tarapacá,2023,30-34,Female,18664.0
Tarapacá,2023,30-34,Male,19703.0
Tarapacá,2023,35-39,Female,16026.0
Tarapacá,2023,35-39,Male,16711.0
Tarapacá,2023,40-44,Female,14330.0
Tarapacá,2023,40-44,Male,14928.0
Tarapacá,2023,45-49,Female,12403.0
Tarapacá,2023,45-49,Male,12942.0
Tarapacá,2023,5-9,Female,14494.0
Tarapacá,2023,5-9,Male,15071.0
Tarapacá,2023,50-54,Female,10794.0
Tarapacá,2023,50-54,Male,10862.0
Tarapacá,2023,55-59,Female,9542.0
Tarapacá,2023,55-59,Male,9460.0
Tarapacá,2023,60-64,Female,8487.0
Tarapacá,2023,60-64,Male,8223.0
Tarapacá,2023,65-69,Female,7214.0
Tarapacá,2023,65-69,Male,6825.0
Tarapacá,2023,70-74,Female,5130.0
Tarapacá,2023,70-74,Male,4556.0
Tarapacá,2023,75-79,Female,3288.0
Tarapacá,2023,75-79,Male,2664.0
Tarapacá,2023,80+,Female,4137.0
Tarapacá,2023,80+,Male,2752.0
Tarapacá,2024,0-4,Female,14619.0
Tarapacá,2024,0-4,Male,15254.0
Tarapacá,2024,10-14,Female,15012.0
Tarapacá,2024,10-14,Male,15522.0
Tarapacá,2024,15-19,Female,13543.0
Tarapacá,2024,15-19,Male,14236.0
Tarapacá,2024,20-24,Female,13703.0
Tarapacá,2024,20-24,Male,14374.0
Tarapacá,2024,25-29,Female,17676.0
Tarapacá,2024,25-29,Male,18062.0
Tarapacá,2024,30-34,Female,18936.0
Tarapacá,2024,30-34,Male,19969.0
Tarapacá,2024,35-39,Female,16540.0
Tarapacá,2024,35-39,Male,17343.0
Tarapacá,2024,40-44,Female,14736.0
Tarapacá,2024,40-44,Male,15235.0
Tarapacá,2024,45-49,Female,12614.0
Tarapacá,2024,45-49,Male,13200.0
Tarapacá,2024,5-9,Female,14219.0
Tarapacá,2024,5-9,Male,14796.0
Tarapacá,2024,50-54,Female,11096.0
Tarapacá,2024,50-54,Male,11192.0
Tarapacá,2024,55-59,Female,9581.0
Tarapacá,2024,55-59,Male,9449.0
Tarapacá,2024,60-64,Female,8742.0
Tarapacá,2024,60-64,Male,8452.0
Tarapacá,2024,65-69,Female,7341.0
Tarapacá,2024,65-69,Male,6913.0
Tarapacá,2024,70-74,Female,5510.0
Tarapacá,2024,70-74,Male,4909.0
Tarapacá,2024,75-79,Female,3484.0
Tarapacá,2024,75-79,Male,2844.0
Tarapacá,2024,80+,Female,4307.0
Tarapacá,2024,80+,Male,2878.0
Valparaíso,2019,0-4,Female,55687.0
Valparaíso,2019,0-4,Male,58147.0
Valparaíso,2019,10-14,Female,59840.0
Valparaíso,2019,10-14,Male,62068.0
Valparaíso,2019,15-19,Female,63880.0
Valparaíso,2019,15-19,Male,66498.0
Valparaíso,2019,20-24,Female,71875.0
Valparaíso,2019,20-24,Male,76305.0
Valparaíso,2019,25-29,Female,75869.0
Valparaíso,2019,25-29,Male,79141.0
Valparaíso,2019,30-34,Female,68975.0
Valparaíso,2019,30-34,Male,70801.0
Valparaíso,2019,35-39,Female,66742.0
Valparaíso,2019,35-39,Male,67405.0
Valparaíso,2019,40-44,Female,63545.0
Valparaíso,2019,40-44,Male,61707.0
Valparaíso,2019,45-49,Female,60709.0
Valparaíso,2019,45-49,Male,58200.0
Valparaíso,2019,5-9,Female,60903.0
Valparaíso,2019,5-9,Male,63369.0
Valparaíso,2019,50-54,Female,63604.0
Valparaíso,2019,50-54,Male,59166.0
Valparaíso,2019,55-59,Female,63023.0
Valparaíso,2019,55-59,Male,56797.0
Valparaíso,2019,60-64,Female,56667.0
Valparaíso,2019,60-64,Male,50272.0
Valparaíso,2019,65-69,Female,47439.0
Valparaíso,2019,65-69,Male,40941.0
Valparaíso,2019,70-74,Female,37315.0
Valparaíso,2019,70-74,Male,30508.0
Valparaíso,2019,75-79,Female,29005.0
Valparaíso,2019,75-79,Male,21237.0
Valparaíso,2019,80+,Female,43799.0
Valparaíso,2019,80+,Male,24016.0
Valparaíso,2020,0-4,Female,54461.0
Valparaíso,2020,0-4,Male,56836.0
Valparaíso,2020,10-14,Female,60927.0
Valparaíso,2020,10-14,Male,63137.0
Valparaíso,2020,15-19,Female,63206.0
Valparaíso,2020,15-19,Male,65593.0
Valparaíso,2020,20-24,Female,71372.0
Valparaíso,2020,20-24,Male,75817.0
Valparaíso,2020,25-29,Female,76141.0
Valparaíso,2020,25-29,Male,79584.0
Valparaíso,2020,30-34,Female,71226.0
Valparaíso,2020,30-34,Male,72634.0
Valparaíso,2020,35-39,Female,67969.0
Valparaíso,2020,35-39,Male,68808.0
Valparaíso,2020,40-44,Female,64304.0
Valparaíso,2020,40-44,Male,62579.0
Valparaíso,2020,45-49,Female,61521.0
Valparaíso,2020,45-49,Male,59154.0
Valparaíso,2020,5-9,Female,61266.0
Valparaíso,2020,5-9,Male,63767.0
Valparaíso,2020,50-54,Female,63126.0
Valparaíso,2020,50-54,Male,59042.0
Valparaíso,2020,55-59,Female,63885.0
Valparaíso,2020,55-59,Male,57788.0
Valparaíso,2020,60-64,Female,58358.0
Valparaíso,2020,60-64,Male,51729.0
Valparaíso,2020,65-69,Female,49445.0
Valparaíso,2020,65-69,Male,42732.0
Valparaíso,2020,70-74,Female,38673.0
Valparaíso,2020,70-74,Male,31889.0
Valparaíso,2020,75-79,Female,30232.0
Valparaíso,2020,75-79,Male,22406.0
Valparaíso,2020,80+,Female,45386.0
Valparaíso,2020,80+,Male,25177.0
Valparaíso,2021,0-4,Female,53399.0
Valparaíso,2021,0-4,Male,55721.0
Valparaíso,2021,10-14,Female,61835.0
Valparaíso,2021,10-14,Male,64039.0
Valparaíso,2021,15-19,Female,62404.0
Valparaíso,2021,15-19,Male,64606.0
Valparaíso,2021,20-24,Female,70369.0
Valparaíso,2021,20-24,Male,74802.0
Valparaíso,2021,25-29,Female,75349.0
Valparaíso,2021,25-29,Male,78985.0
Valparaíso,2021,30-34,Female,73532.0
Valparaíso,2021,30-34,Male,74634.0
Valparaíso,2021,35-39,Female,68475.0
Valparaíso,2021,35-39,Male,69334.0
Valparaíso,2021,40-44,Female,65233.0
Valparaíso,2021,40-44,Male,63725.0
Valparaíso,2021,45-49,Female,62526.0
Valparaíso,2021,45-49,Male,60231.0
Valparaíso,2021,5-9,Female,61281.0
Valparaíso,2021,5-9,Male,63828.0
Valparaíso,2021,50-54,Female,62409.0
Valparaíso,2021,50-54,Male,58634.0
Valparaíso,2021,55-59,Female,64557.0
Valparaíso,2021,55-59,Male,58598.0
Valparaíso,2021,60-64,Female,59865.0
Valparaíso,2021,60-64,Male,53001.0
Valparaíso,2021,65-69,Female,51286.0
Valparaíso,2021,65-69,Male,44408.0
Valparaíso,2021,70-74,Female,40295.0
Valparaíso,2021,70-74,Male,33403.0
Valparaíso,2021,75-79,Female,31443.0
Valparaíso,2021,75-79,Male,23576.0
Valparaíso,2021,80+,Female,47107.0
Valparaíso,2021,80+,Male,26483.0
Valparaíso,2022,0-4,Female,53001.0
Valparaíso,2022,0-4,Male,55319.0
Valparaíso,2022,10-14,Female,62709.0
Valparaíso,2022,10-14,Male,64934.0
Valparaíso,2022,15-19,Female,61839.0
Valparaíso,2022,15-19,Male,63911.0
Valparaíso,2022,20-24,Female,69106.0
Valparaíso,2022,20-24,Male,73472.0
Valparaíso,2022,25-29,Female,74179.0
Valparaíso,2022,25-29,Male,78013.0
Valparaíso,2022,30-34,Female,75254.0
Valparaíso,2022,30-34,Male,76119.0
Valparaíso,2022,35-39,Female,68775.0
Valparaíso,2022,35-39,Male,69541.0
Valparaíso,2022,40-44,Female,66321.0
Valparaíso,2022,40-44,Male,65089.0
Valparaíso,2022,45-49,Female,63611.0
Valparaíso,2022,45-49,Male,61355.0
Valparaíso,2022,5-9,Female,60304.0
Valparaíso,2022,5-9,Male,62844.0
Valparaíso,2022,50-54,Female,61715.0
Valparaíso,2022,50-54,Male,58223.0
Valparaíso,2022,55-59,Female,64911.0
Valparaíso,2022,55-59,Male,59110.0
Valparaíso,2022,60-64,Female,61288.0
Valparaíso,2022,60-64,Male,54194.0
Valparaíso,2022,65-69,Female,53022.0
Valparaíso,2022,65-69,Male,46001.0
Valparaíso,2022,70-74,Female,42107.0
Valparaíso,2022,70-74,Male,35008.0
Valparaíso,2022,75-79,Female,32579.0
Valparaíso,2022,75-79,Male,24728.0
Valparaíso,2022,80+,Female,48999.0
Valparaíso,2022,80+,Male,27957.0
Valparaíso,2023,0-4,Female,52960.0
Valparaíso,2023,0-4,Male,55295.0
Valparaíso,2023,10-14,Female,62963.0
Valparaíso,2023,10-14,Male,65214.0
Valparaíso,2023,15-19,Female,61896.0
Valparaíso,2023,15-19,Male,63928.0
Valparaíso,2023,20-24,Female,67943.0
Valparaíso,2023,20-24,Male,72074.0
Valparaíso,2023,25-29,Female,72870.0
Valparaíso,2023,25-29,Male,76852.0
Valparaíso,2023,30-34,Female,75886.0
Valparaíso,2023,30-34,Male,76930.0
Valparaíso,2023,35-39,Female,69539.0
Valparaíso,2023,35-39,Male,69919.0
Valparaíso,2023,40-44,Female,67626.0
Valparaíso,2023,40-44,Male,66834.0
Valparaíso,2023,45-49,Female,64407.0
Valparaíso,2023,45-49,Male,61969.0
Valparaíso,2023,5-9,Female,59159.0
Valparaíso,2023,5-9,Male,61662.0
Valparaíso,2023,50-54,Female,61475.0
Valparaíso,2023,50-54,Male,58209.0
Valparaíso,2023,55-59,Female,64892.0
Valparaíso,2023,55-59,Male,59358.0
Valparaíso,2023,60-64,Female,62437.0
Valparaíso,2023,60-64,Male,55269.0
Valparaíso,2023,65-69,Female,54769.0
Valparaíso,2023,65-69,Male,47501.0
Valparaíso,2023,70-74,Female,44092.0
Valparaíso,2023,70-74,Male,36730.0
Valparaíso,2023,75-79,Female,33702.0
Valparaíso,2023,75-79,Male,25862.0
Valparaíso,2023,80+,Female,51038.0
Valparaíso,2023,80+,Male,29589.0
Valparaíso,2024,0-4,Female,52952.0
Valparaíso,2024,0-4,Male,55310.0
Valparaíso,2024,10-14,Female,62957.0
Valparaíso,2024,10-14,Male,65252.0
Valparaíso,2024,15-19,Female,62566.0
Valparaíso,2024,15-19,Male,64581.0
Valparaíso,2024,20-24,Female,66730.0
Valparaíso,2024,20-24,Male,70628.0
Valparaíso,2024,25-29,Female,71403.0
Valparaíso,2024,25-29,Male,75484.0
Valparaíso,2024,30-34,Female,75780.0
Valparaíso,2024,30-34,Male,77037.0
Valparaíso,2024,35-39,Female,70838.0
Valparaíso,2024,35-39,Male,70856.0
Valparaíso,2024,40-44,Female,68880.0
Valparaíso,2024,40-44,Male,68406.0
Valparaíso,2024,45-49,Female,64980.0
Valparaíso,2024,45-49,Male,62485.0
Valparaíso,2024,5-9,Female,57850.0
Valparaíso,2024,5-9,Male,60298.0
Valparaíso,2024,50-54,Female,61768.0
Valparaíso,2024,50-54,Male,58670.0
Valparaíso,2024,55-59,Female,64542.0
Valparaíso,2024,55-59,Male,59281.0
Valparaíso,2024,60-64,Female,63433.0
Valparaíso,2024,60-64,Male,56266.0
Valparaíso,2024,65-69,Female,56468.0
Valparaíso,2024,65-69,Male,48942.0
Valparaíso,2024,70-74,Female,46109.0
Valparaíso,2024,70-74,Male,38448.0
Valparaíso,2024,75-79,Female,34855.0
Valparaíso,2024,75-79,Male,27022.0
Valparaíso,2024,80+,Female,53234.0
Valparaíso,2024,80+,Male,31382.0
Ñuble,2019,0-4,Female,14120.0
Ñuble,2019,0-4,Male,14728.0
Ñuble,2019,10-14,Female,16538.0
Ñuble,2019,10-14,Male,18019.0
Ñuble,2019,15-19,Female,16655.0
Ñuble,2019,15-19,Male,17319.0
Ñuble,2019,20-24,Female,17302.0
Ñuble,2019,20-24,Male,16270.0
Ñuble,2019,25-29,Female,18731.0
Ñuble,2019,25-29,Male,17418.0
Ñuble,2019,30-34,Female,17933.0
Ñuble,2019,30-34,Male,16429.0
Ñuble,2019,35-39,Female,16849.0
Ñuble,2019,35-39,Male,15377.0
Ñuble,2019,40-44,Female,17099.0
Ñuble,2019,40-44,Male,15381.0
Ñuble,2019,45-49,Female,19231.0
Ñuble,2019,45-49,Male,17275.0
Ñuble,2019,5-9,Female,15833.0
Ñuble,2019,5-9,Male,16850.0
Ñuble,2019,50-54,Female,18598.0
Ñuble,2019,50-54,Male,17786.0
Ñuble,2019,55-59,Female,17045.0
Ñuble,2019,55-59,Male,16334.0
Ñuble,2019,60-64,Female,15086.0
Ñuble,2019,60-64,Male,14114.0
Ñuble,2019,65-69,Female,12396.0
Ñuble,2019,65-69,Male,11451.0
Ñuble,2019,70-74,Female,9681.0
Ñuble,2019,70-74,Male,8719.0
Ñuble,2019,75-79,Female,7585.0
Ñuble,2019,75-79,Male,6072.0
Ñuble,2019,80+,Female,10862.0
Ñuble,2019,80+,Male,6873.0
Ñuble,2020,0-4,Female,13804.0
Ñuble,2020,0-4,Male,14400.0
Ñuble,2020,10-14,Female,16620.0
Ñuble,2020,10-14,Male,18141.0
Ñuble,2020,15-19,Female,16344.0
Ñuble,2020,15-19,Male,17076.0
Ñuble,2020,20-24,Female,17029.0
Ñuble,2020,20-24,Male,15949.0
Ñuble,2020,25-29,Female,18593.0
Ñuble,2020,25-29,Male,17100.0
Ñuble,2020,30-34,Female,18442.0
Ñuble,2020,30-34,Male,16942.0
Ñuble,2020,35-39,Female,17081.0
Ñuble,2020,35-39,Male,15427.0
Ñuble,2020,40-44,Female,16978.0
Ñuble,2020,40-44,Male,15248.0
Ñuble,2020,45-49,Female,19189.0
Ñuble,2020,45-49,Male,17106.0
Ñuble,2020,5-9,Female,15730.0
Ñuble,2020,5-9,Male,16740.0
Ñuble,2020,50-54,Female,18814.0
Ñuble,2020,50-54,Male,17752.0
Ñuble,2020,55-59,Female,17427.0
Ñuble,2020,55-59,Male,16780.0
Ñuble,2020,60-64,Female,15574.0
Ñuble,2020,60-64,Male,14560.0
Ñuble,2020,65-69,Female,12867.0
Ñuble,2020,65-69,Male,11862.0
Ñuble,2020,70-74,Female,10122.0
Ñuble,2020,70-74,Male,9147.0
Ñuble,2020,75-79,Female,7776.0
Ñuble,2020,75-79,Male,6340.0
Ñuble,2020,80+,Female,11369.0
Ñuble,2020,80+,Male,7222.0
Ñuble,2021,0-4,Female,13502.0
Ñuble,2021,0-4,Male,14092.0
Ñuble,2021,10-14,Female,16716.0
Ñuble,2021,10-14,Male,18258.0
Ñuble,2021,15-19,Female,16047.0
Ñuble,2021,15-19,Male,16883.0
Ñuble,2021,20-24,Female,16673.0
Ñuble,2021,20-24,Male,15523.0
Ñuble,2021,25-29,Female,18285.0
Ñuble,2021,25-29,Male,16669.0
Ñuble,2021,30-34,Female,18854.0
Ñuble,2021,30-34,Male,17415.0
Ñuble,2021,35-39,Female,17332.0
Ñuble,2021,35-39,Male,15479.0
Ñuble,2021,40-44,Female,17125.0
Ñuble,2021,40-44,Male,15322.0
Ñuble,2021,45-49,Female,18915.0
Ñuble,2021,45-49,Male,16744.0
Ñuble,2021,5-9,Female,15582.0
Ñuble,2021,5-9,Male,16576.0
Ñuble,2021,50-54,Female,19001.0
Ñuble,2021,50-54,Male,17667.0
Ñuble,2021,55-59,Female,17777.0
Ñuble,2021,55-59,Male,17190.0
Ñuble,2021,60-64,Female,16023.0
Ñuble,2021,60-64,Male,14953.0
Ñuble,2021,65-69,Female,13343.0
Ñuble,2021,65-69,Male,12288.0
Ñuble,2021,70-74,Female,10602.0
Ñuble,2021,70-74,Male,9571.0
Ñuble,2021,75-79,Female,7991.0
Ñuble,2021,75-79,Male,6645.0
Ñuble,2021,80+,Female,11881.0
Ñuble,2021,80+,Male,7584.0
Ñuble,2022,0-4,Female,13330.0
Ñuble,2022,0-4,Male,13904.0
Ñuble,2022,10-14,Female,16607.0
Ñuble,2022,10-14,Male,18165.0
Ñuble,2022,15-19,Female,15882.0
Ñuble,2022,15-19,Male,16853.0
Ñuble,2022,20-24,Female,16313.0
Ñuble,2022,20-24,Male,15052.0
Ñuble,2022,25-29,Female,17887.0
Ñuble,2022,25-29,Male,16181.0
Ñuble,2022,30-34,Female,19070.0
Ñuble,2022,30-34,Male,17664.0
Ñuble,2022,35-39,Female,17640.0
Ñuble,2022,35-39,Male,15671.0
Ñuble,2022,40-44,Female,17377.0
Ñuble,2022,40-44,Male,15449.0
Ñuble,2022,45-49,Female,18517.0
Ñuble,2022,45-49,Male,16297.0
Ñuble,2022,5-9,Female,15432.0
Ñuble,2022,5-9,Male,16419.0
Ñuble,2022,50-54,Female,19204.0
Ñuble,2022,50-54,Male,17580.0
Ñuble,2022,55-59,Female,18024.0
Ñuble,2022,55-59,Male,17487.0
Ñuble,2022,60-64,Female,16419.0
Ñuble,2022,60-64,Male,15291.0
Ñuble,2022,65-69,Female,13911.0
Ñuble,2022,65-69,Male,12791.0
Ñuble,2022,70-74,Female,11087.0
Ñuble,2022,70-74,Male,9971.0
Ñuble,2022,75-79,Female,8223.0
Ñuble,2022,75-79,Male,6974.0
Ñuble,2022,80+,Female,12413.0
Ñuble,2022,80+,Male,7975.0
Ñuble,2023,0-4,Female,13258.0
Ñuble,2023,0-4,Male,13828.0
Ñuble,2023,10-14,Female,16376.0
Ñuble,2023,10-14,Male,17932.0
Ñuble,2023,15-19,Female,15824.0
Ñuble,2023,15-19,Male,16868.0
Ñuble,2023,20-24,Female,15936.0
Ñuble,2023,20-24,Male,14640.0
Ñuble,2023,25-29,Female,17507.0
Ñuble,2023,25-29,Male,15761.0
Ñuble,2023,30-34,Female,19102.0
Ñuble,2023,30-34,Male,17653.0
Ñuble,2023,35-39,Female,18002.0
Ñuble,2023,35-39,Male,15971.0
Ñuble,2023,40-44,Female,17600.0
Ñuble,2023,40-44,Male,15520.0
Ñuble,2023,45-49,Female,18134.0
Ñuble,2023,45-49,Male,15906.0
Ñuble,2023,5-9,Female,15265.0
Ñuble,2023,5-9,Male,16236.0
Ñuble,2023,50-54,Female,19302.0
Ñuble,2023,50-54,Male,17488.0
Ñuble,2023,55-59,Female,18403.0
Ñuble,2023,55-59,Male,17677.0
Ñuble,2023,60-64,Female,16750.0
Ñuble,2023,60-64,Male,15659.0
Ñuble,2023,65-69,Female,14449.0
Ñuble,2023,65-69,Male,13258.0
Ñuble,2023,70-74,Female,11516.0
Ñuble,2023,70-74,Male,10376.0
Ñuble,2023,75-79,Female,8601.0
Ñuble,2023,75-79,Male,7328.0
Ñuble,2023,80+,Female,12912.0
Ñuble,2023,80+,Male,8399.0
Ñuble,2024,0-4,Female,13196.0
Ñuble,2024,0-4,Male,13765.0
Ñuble,2024,10-14,Female,16133.0
Ñuble,2024,10-14,Male,17680.0
Ñuble,2024,15-19,Female,15925.0
Ñuble,2024,15-19,Male,17031.0
Ñuble,2024,20-24,Female,15551.0
Ñuble,2024,20-24,Male,14272.0
Ñuble,2024,25-29,Female,17087.0
Ñuble,2024,25-29,Male,15313.0
Ñuble,2024,30-34,Female,18987.0
Ñuble,2024,30-34,Male,17408.0
Ñuble,2024,35-39,Female,18463.0
Ñuble,2024,35-39,Male,16452.0
Ñuble,2024,40-44,Female,17775.0
Ñuble,2024,40-44,Male,15538.0
Ñuble,2024,45-49,Female,17841.0
Ñuble,2024,45-49,Male,15615.0
Ñuble,2024,5-9,Female,14996.0
Ñuble,2024,5-9,Male,15947.0
Ñuble,2024,50-54,Female,19370.0
Ñuble,2024,50-54,Male,17367.0
Ñuble,2024,55-59,Female,18674.0
Ñuble,2024,55-59,Male,17729.0
Ñuble,2024,60-64,Female,17115.0
Ñuble,2024,60-64,Male,16074.0
Ñuble,2024,65-69,Female,14966.0
Ñuble,2024,65-69,Male,13704.0
Ñuble,2024,70-74,Female,11966.0
Ñuble,2024,70-74,Male,10776.0
Ñuble,2024,75-79,Female,8994.0
Ñuble,2024,75-79,Male,7704.0
Ñuble,2024,80+,Female,13440.0
Ñuble,2024,80+,Male,8857.0
