region,year,age_group,sex,population
La Araucanía,2022,75-79,Female,15081.0
La Araucanía,2022,75-79,Male,12141.0
La Araucanía,2022,80+,Female,22942.0
La Araucanía,2022,80+,Male,14293.0
La Araucanía,2023,0-4,Female,29156.0
La Araucanía,2023,0-4,Male,30255.0
La Araucanía,2023,10-14,Female,35091.0
La Araucanía,2023,10-14,Male,36414.0
La Araucanía,2023,15-19,Female,32915.0
La Araucanía,2023,15-19,Male,33709.0
La Araucanía,2023,20-24,Female,33469.0
La Araucanía,2023,20-24,Male,32845.0
La Araucanía,2023,25-29,Female,36795.0
La Araucanía,2023,25-29,Male,35319.0
La Araucanía,2023,30-34,Female,39309.0
La Araucanía,2023,30-34,Male,37036.0
La Araucanía,2023,35-39,Female,35518.0
La Araucanía,2023,35-39,Male,33138.0
La Araucanía,2023,40-44,Female,35491.0
La Araucanía,2023,40-44,Male,33685.0
La Araucanía,2023,45-49,Female,35036.0
La Araucanía,2023,45-49,Male,33565.0
La Araucanía,2023,5-9,Female,33113.0
La Araucanía,2023,5-9,Male,34329.0
La Araucanía,2023,50-54,Female,33151.0
La Araucanía,2023,50-54,Male,32370.0
La Araucanía,2023,55-59,Female,32955.0
La Araucanía,2023,55-59,Male,31985.0
La Araucanía,2023,60-64,Female,29057.0
La Araucanía,2023,60-64,Male,27907.0
La Araucanía,2023,65-69,Female,25669.0
La Araucanía,2023,65-69,Male,23782.0
La Araucanía,2023,70-74,Female,20444.0
La Araucanía,2023,70-74,Male,17875.0
La Araucanía,2023,75-79,Female,15516.0
La Araucanía,2023,75-79,Male,12594.0
La Araucanía,2023,80+,Female,23755.0
La Araucanía,2023,80+,Male,14953.0
La Araucanía,2024,0-4,Female,28945.0
La Araucanía,2024,0-4,Male,30052.0
La Araucanía,2024,10-14,Female,34759.0
La Araucanía,2024,10-14,Male,36053.0
La Araucanía,2024,15-19,Female,33185.0
La Araucanía,2024,15-19,Male,34028.0
La Araucanía,2024,20-24,Female,32514.0
La Araucanía,2024,20-24,Male,31808.0
La Araucanía,2024,25-29,Female,35978.0
La Araucanía,2024,25-29,Male,34665.0
La Araucanía,2024,30-34,Female,39213.0
La Araucanía,2024,30-34,Male,36827.0
La Araucanía,2024,35-39,Female,36184.0
La Araucanía,2024,35-39,Male,33844.0
La Araucanía,2024,40-44,Female,35730.0
La Araucanía,2024,40-44,Male,33742.0
La Araucanía,2024,45-49,Female,35086.0
La Araucanía,2024,45-49,Male,33462.0
La Araucanía,2024,5-9,Female,32532.0
La Araucanía,2024,5-9,Male,33722.0
La Araucanía,2024,50-54,Female,33291.0
La Araucanía,2024,50-54,Male,32429.0
La Araucanía,2024,55-59,Female,33298.0
La Araucanía,2024,55-59,Male,32261.0
La Araucanía,2024,60-64,Female,29774.0
La Araucanía,2024,60-64,Male,28575.0
La Araucanía,2024,65-69,Female,26296.0
La Araucanía,2024,65-69,Male,24491.0
La Araucanía,2024,70-74,Female,21436.0
La Araucanía,2024,70-74,Male,18803.0
La Araucanía,2024,75-79,Female,15898.0
La Araucanía,2024,75-79,Male,13011.0
La Araucanía,2024,80+,Female,24607.0
La Araucanía,2024,80+,Male,15665.0
Los Lagos,2019,0-4,Female,26475.0
Los Lagos,2019,0-4,Male,27550.0
Los Lagos,2019,10-14,Female,30742.0
Los Lagos,2019,10-14,Male,31722.0
Los Lagos,2019,15-19,Female,30120.0
Los Lagos,2019,15-19,Male,30672.0
Los Lagos,2019,20-24,Female,29403.0
Los Lagos,2019,20-24,Male,29671.0
Los Lagos,2019,25-29,Female,33818.0
Los Lagos,2019,25-29,Male,33836.0
Los Lagos,2019,30-34,Female,32908.0
Los Lagos,2019,30-34,Male,33008.0
Los Lagos,2019,35-39,Female,32142.0
Los Lagos,2019,35-39,Male,32415.0
Los Lagos,2019,40-44,Female,32794.0
Los Lagos,2019,40-44,Male,33078.0
Los Lagos,2019,45-49,Female,30920.0
Los Lagos,2019,45-49,Male,32323.0
Los Lagos,2019,5-9,Female,29303.0
Los Lagos,2019,5-9,Male,30505.0
Los Lagos,2019,50-54,Female,29838.0
Los Lagos,2019,50-54,Male,31365.0
Los Lagos,2019,55-59,Female,25888.0
Los Lagos,2019,55-59,Male,26502.0
Los Lagos,2019,60-64,Female,22128.0
Los Lagos,2019,60-64,Male,21497.0
Los Lagos,2019,65-69,Female,18296.0
Los Lagos,2019,65-69,Male,16950.0
Los Lagos,2019,70-74,Female,13505.0
Los Lagos,2019,70-74,Male,11702.0
Los Lagos,2019,75-79,Female,10681.0
Los Lagos,2019,75-79,Male,8309.0
Los Lagos,2019,80+,Female,15245.0
Los Lagos,2019,80+,Male,9153.0
Los Lagos,2020,0-4,Female,26032.0
Los Lagos,2020,0-4,Male,27091.0
Los Lagos,2020,10-14,Female,31062.0
Los Lagos,2020,10-14,Male,32073.0
Los Lagos,2020,15-19,Female,29686.0
Los Lagos,2020,15-19,Male,30166.0
Los Lagos,2020,20-24,Female,29124.0
Los Lagos,2020,20-24,Male,29285.0
Los Lagos,2020,25-29,Female,33505.0
Los Lagos,2020,25-29,Male,33340.0
Los Lagos,2020,30-34,Female,33784.0
Los Lagos,2020,30-34,Male,33833.0
Los Lagos,2020,35-39,Female,32339.0
Los Lagos,2020,35-39,Male,32631.0
Los Lagos,2020,40-44,Female,32633.0
Los Lagos,2020,40-44,Male,32878.0
Los Lagos,2020,45-49,Female,31456.0
Los Lagos,2020,45-49,Male,32744.0
Los Lagos,2020,5-9,Female,28651.0
Los Lagos,2020,5-9,Male,29845.0
Los Lagos,2020,50-54,Female,29996.0
Los Lagos,2020,50-54,Male,31548.0
Los Lagos,2020,55-59,Female,26864.0
Los Lagos,2020,55-59,Male,27726.0
Los Lagos,2020,60-64,Female,22643.0
Los Lagos,2020,60-64,Male,22075.0
Los Lagos,2020,65-69,Female,19218.0
Los Lagos,2020,65-69,Male,17881.0
Los Lagos,2020,70-74,Female,14073.0
Los Lagos,2020,70-74,Male,12306.0
Los Lagos,2020,75-79,Female,10869.0
Los Lagos,2020,75-79,Male,8558.0
Los Lagos,2020,80+,Female,15888.0
Los Lagos,2020,80+,Male,9637.0
Los Lagos,2021,0-4,Female,25506.0
Los Lagos,2021,0-4,Male,26542.0
Los Lagos,2021,10-14,Female,31168.0
Los Lagos,2021,10-14,Male,32204.0
Los Lagos,2021,15-19,Female,29311.0
Los Lagos,2021,15-19,Male,29737.0
Los Lagos,2021,20-24,Female,28820.0
Los Lagos,2021,20-24,Male,28912.0
Los Lagos,2021,25-29,Female,32719.0
Los Lagos,2021,25-29,Male,32383.0
Los Lagos,2021,30-34,Female,34861.0
Los Lagos,2021,30-34,Male,34879.0
Los Lagos,2021,35-39,Female,32468.0
Los Lagos,2021,35-39,Male,32753.0
Los Lagos,2021,40-44,Female,32383.0
Los Lagos,2021,40-44,Male,32705.0
Los Lagos,2021,45-49,Female,32025.0
Los Lagos,2021,45-49,Male,33111.0
Los Lagos,2021,5-9,Female,28129.0
Los Lagos,2021,5-9,Male,29307.0
Los Lagos,2021,50-54,Female,30041.0
Los Lagos,2021,50-54,Male,31578.0
Los Lagos,2021,55-59,Female,27811.0
Los Lagos,2021,55-59,Male,28868.0
Los Lagos,2021,60-64,Female,23206.0
Los Lagos,2021,60-64,Male,22725.0
Los Lagos,2021,65-69,Female,19939.0
Los Lagos,2021,65-69,Male,18688.0
Los Lagos,2021,70-74,Female,14851.0
Los Lagos,2021,70-74,Male,13047.0
Los Lagos,2021,75-79,Female,11106.0
Los Lagos,2021,75-79,Male,8843.0
Los Lagos,2021,80+,Female,16541.0
Los Lagos,2021,80+,Male,10136.0
Los Lagos,2022,0-4,Female,25133.0
Los Lagos,2022,0-4,Male,26147.0
Los Lagos,2022,10-14,Female,31033.0
Los Lagos,2022,10-14,Male,32085.0
Los Lagos,2022,15-19,Female,28912.0
Los Lagos,2022,15-19,Male,29305.0
Los Lagos,2022,20-24,Female,28481.0
Los Lagos,2022,20-24,Male,28515.0
Los Lagos,2022,25-29,Female,31933.0
Los Lagos,2022,25-29,Male,31451.0
Los Lagos,2022,30-34,Female,35642.0
Los Lagos,2022,30-34,Male,35613.0
Los Lagos,2022,35-39,Female,32602.0
Los Lagos,2022,35-39,Male,32884.0
Los Lagos,2022,40-44,Female,32266.0
Los Lagos,2022,40-44,Male,32727.0
Los Lagos,2022,45-49,Female,32431.0
Los Lagos,2022,45-49,Male,33254.0
Los Lagos,2022,5-9,Female,27734.0
Los Lagos,2022,5-9,Male,28898.0
Los Lagos,2022,50-54,Female,30113.0
Los Lagos,2022,50-54,Male,31616.0
Los Lagos,2022,55-59,Female,28610.0
Los Lagos,2022,55-59,Male,29785.0
Los Lagos,2022,60-64,Female,23877.0
Los Lagos,2022,60-64,Male,23559.0
Los Lagos,2022,65-69,Female,20528.0
Los Lagos,2022,65-69,Male,19341.0
Los Lagos,2022,70-74,Female,15671.0
Los Lagos,2022,70-74,Male,13831.0
Los Lagos,2022,75-79,Female,11438.0
Los Lagos,2022,75-79,Male,9212.0
Los Lagos,2022,80+,Female,17217.0
Los Lagos,2022,80+,Male,10666.0
Los Lagos,2023,0-4,Female,24968.0
Los Lagos,2023,0-4,Male,25972.0
Los Lagos,2023,10-14,Female,30362.0
Los Lagos,2023,10-14,Male,31400.0
Los Lagos,2023,15-19,Female,29094.0
Los Lagos,2023,15-19,Male,29514.0
Los Lagos,2023,20-24,Female,28002.0
Los Lagos,2023,20-24,Male,27963.0
Los Lagos,2023,25-29,Female,31273.0
Los Lagos,2023,25-29,Male,30665.0
Los Lagos,2023,30-34,Female,35951.0
Los Lagos,2023,30-34,Male,35828.0
Los Lagos,2023,35-39,Female,32915.0
Los Lagos,2023,35-39,Male,33227.0
Los Lagos,2023,40-44,Female,32245.0
Los Lagos,2023,40-44,Male,32835.0
Los Lagos,2023,45-49,Female,32605.0
Los Lagos,2023,45-49,Male,33180.0
Los Lagos,2023,5-9,Female,27263.0
Los Lagos,2023,5-9,Male,28410.0
Los Lagos,2023,50-54,Female,30369.0
Los Lagos,2023,50-54,Male,31812.0
Los Lagos,2023,55-59,Female,29218.0
Los Lagos,2023,55-59,Male,30446.0
Los Lagos,2023,60-64,Female,24671.0
Los Lagos,2023,60-64,Male,24552.0
Los Lagos,2023,65-69,Female,21097.0
Los Lagos,2023,65-69,Male,19933.0
Los Lagos,2023,70-74,Female,16484.0
Los Lagos,2023,70-74,Male,14635.0
Los Lagos,2023,75-79,Female,11815.0
Los Lagos,2023,75-79,Male,9612.0
Los Lagos,2023,80+,Female,17898.0
Los Lagos,2023,80+,Male,11215.0
Los Lagos,2024,0-4,Female,24843.0
Los Lagos,2024,0-4,Male,25837.0
Los Lagos,2024,10-14,Female,29441.0
Los Lagos,2024,10-14,Male,30447.0
Los Lagos,2024,15-19,Female,29584.0
Los Lagos,2024,15-19,Male,30047.0
Los Lagos,2024,20-24,Female,27469.0
Los Lagos,2024,20-24,Male,27376.0
Los Lagos,2024,25-29,Female,30741.0
Los Lagos,2024,25-29,Male,30024.0
Los Lagos,2024,30-34,Female,35587.0
Los Lagos,2024,30-34,Male,35341.0
Los Lagos,2024,35-39,Female,33655.0
Los Lagos,2024,35-39,Male,34032.0
Los Lagos,2024,40-44,Female,32342.0
Los Lagos,2024,40-44,Male,33006.0
Los Lagos,2024,45-49,Female,32629.0
Los Lagos,2024,45-49,Male,33024.0
Los Lagos,2024,5-9,Female,26775.0
Los Lagos,2024,5-9,Male,27903.0
Los Lagos,2024,50-54,Female,30742.0
Los Lagos,2024,50-54,Male,32075.0
Los Lagos,2024,55-59,Female,29603.0
Los Lagos,2024,55-59,Male,30840.0
Los Lagos,2024,60-64,Female,25556.0
Los Lagos,2024,60-64,Male,25676.0
Los Lagos,2024,65-69,Female,21604.0
Los Lagos,2024,65-69,Male,20455.0
Los Lagos,2024,70-74,Female,17381.0
Los Lagos,2024,70-74,Male,15511.0
Los Lagos,2024,75-79,Female,12263.0
Los Lagos,2024,75-79,Male,10072.0
Los Lagos,2024,80+,Female,18543.0
Los Lagos,2024,80+,Male,11747.0
Los Ríos,2019,0-4,Female,11422.0
Los Ríos,2019,0-4,Male,11809.0
Los Ríos,2019,10-14,Female,13317.0
Los Ríos,2019,10-14,Male,13780.0
Los Ríos,2019,15-19,Female,13880.0
Los Ríos,2019,15-19,Male,14304.0
Los Ríos,2019,20-24,Female,15031.0
Los Ríos,2019,20-24,Male,15048.0
Los Ríos,2019,25-29,Female,16028.0
Los Ríos,2019,25-29,Male,15611.0
Los Ríos,2019,30-34,Female,14536.0
Los Ríos,2019,30-34,Male,13743.0
Los Ríos,2019,35-39,Female,13533.0
Los Ríos,2019,35-39,Male,12765.0
Los Ríos,2019,40-44,Female,12912.0
Los Ríos,2019,40-44,Male,12858.0
Los Ríos,2019,45-49,Female,13388.0
Los Ríos,2019,45-49,Male,13311.0
Los Ríos,2019,5-9,Female,13249.0
Los Ríos,2019,5-9,Male,13683.0
Los Ríos,2019,50-54,Female,14170.0
Los Ríos,2019,50-54,Male,14258.0
Los Ríos,2019,55-59,Female,12965.0
Los Ríos,2019,55-59,Male,13077.0
Los Ríos,2019,60-64,Female,10889.0
Los Ríos,2019,60-64,Male,10397.0
Los Ríos,2019,65-69,Female,9391.0
Los Ríos,2019,65-69,Male,8378.0
Los Ríos,2019,70-74,Female,7053.0
Los Ríos,2019,70-74,Male,5928.0
Los Ríos,2019,75-79,Female,5520.0
Los Ríos,2019,75-79,Male,4205.0
Los Ríos,2019,80+,Female,8203.0
Los Ríos,2019,80+,Male,4771.0
Los Ríos,2020,0-4,Female,11251.0
Los Ríos,2020,0-4,Male,11631.0
Los Ríos,2020,10-14,Female,13524.0
Los Ríos,2020,10-14,Male,13977.0
Los Ríos,2020,15-19,Female,13612.0
Los Ríos,2020,15-19,Male,14014.0
Los Ríos,2020,20-24,Female,14744.0
Los Ríos,2020,20-24,Male,14678.0
Los Ríos,2020,25-29,Female,16014.0
Los Ríos,2020,25-29,Male,15563.0
Los Ríos,2020,30-34,Female,15094.0
Los Ríos,2020,30-34,Male,14288.0
Los Ríos,2020,35-39,Female,13727.0
Los Ríos,2020,35-39,Male,12873.0
Los Ríos,2020,40-44,Female,12810.0
Los Ríos,2020,40-44,Male,12725.0
Los Ríos,2020,45-49,Female,13363.0
Los Ríos,2020,45-49,Male,13292.0
Los Ríos,2020,5-9,Female,12945.0
Los Ríos,2020,5-9,Male,13354.0
Los Ríos,2020,50-54,Female,14057.0
Los Ríos,2020,50-54,Male,14065.0
Los Ríos,2020,55-59,Female,13382.0
Los Ríos,2020,55-59,Male,13499.0
Los Ríos,2020,60-64,Female,11138.0
Los Ríos,2020,60-64,Male,10715.0
Los Ríos,2020,65-69,Female,9751.0
Los Ríos,2020,65-69,Male,8745.0
Los Ríos,2020,70-74,Female,7336.0
Los Ríos,2020,70-74,Male,6201.0
Los Ríos,2020,75-79,Female,5682.0
Los Ríos,2020,75-79,Male,4372.0
Los Ríos,2020,80+,Female,8490.0
Los Ríos,2020,80+,Male,4923.0
Los Ríos,2021,0-4,Female,11035.0
Los Ríos,2021,0-4,Male,11406.0
Los Ríos,2021,10-14,Female,13684.0
Los Ríos,2021,10-14,Male,14125.0
Los Ríos,2021,15-19,Female,13333.0
Los Ríos,2021,15-19,Male,13740.0
Los Ríos,2021,20-24,Female,14450.0
Los Ríos,2021,20-24,Male,14290.0
Los Ríos,2021,25-29,Female,15821.0
Los Ríos,2021,25-29,Male,15318.0
Los Ríos,2021,30-34,Female,15646.0
Los Ríos,2021,30-34,Male,14863.0
Los Ríos,2021,35-39,Female,13849.0
Los Ríos,2021,35-39,Male,12931.0
Los Ríos,2021,40-44,Female,12875.0
Los Ríos,2021,40-44,Male,12722.0
Los Ríos,2021,45-49,Female,13335.0
Los Ríos,2021,45-49,Male,13284.0
Los Ríos,2021,5-9,Female,12716.0
Los Ríos,2021,5-9,Male,13112.0
Los Ríos,2021,50-54,Female,13859.0
Los Ríos,2021,50-54,Male,13780.0
Los Ríos,2021,55-59,Female,13719.0
Los Ríos,2021,55-59,Male,13813.0
Los Ríos,2021,60-64,Female,11441.0
Los Ríos,2021,60-64,Male,11072.0
Los Ríos,2021,65-69,Female,10036.0
Los Ríos,2021,65-69,Male,9065.0
Los Ríos,2021,70-74,Female,7679.0
Los Ríos,2021,70-74,Male,6514.0
Los Ríos,2021,75-79,Female,5841.0
Los Ríos,2021,75-79,Male,4537.0
Los Ríos,2021,80+,Female,8812.0
Los Ríos,2021,80+,Male,5115.0
Los Ríos,2022,0-4,Female,10935.0
Los Ríos,2022,0-4,Male,11301.0
Los Ríos,2022,10-14,Female,13748.0
Los Ríos,2022,10-14,Male,14176.0
Los Ríos,2022,15-19,Female,13099.0
Los Ríos,2022,15-19,Male,13521.0
Los Ríos,2022,20-24,Female,14197.0
Los Ríos,2022,20-24,Male,13946.0
Los Ríos,2022,25-29,Female,15516.0
Los Ríos,2022,25-29,Male,14970.0
Los Ríos,2022,30-34,Female,16054.0
Los Ríos,2022,30-34,Male,15287.0
Los Ríos,2022,35-39,Female,14029.0
Los Ríos,2022,35-39,Male,13065.0
Los Ríos,2022,40-44,Female,13077.0
Los Ríos,2022,40-44,Male,12821.0
Los Ríos,2022,45-49,Female,13251.0
Los Ríos,2022,45-49,Male,13221.0
Los Ríos,2022,5-9,Female,12432.0
Los Ríos,2022,5-9,Male,12812.0
Los Ríos,2022,50-54,Female,13619.0
Los Ríos,2022,50-54,Male,13474.0
Los Ríos,2022,55-59,Female,13958.0
Los Ríos,2022,55-59,Male,13994.0
Los Ríos,2022,60-64,Female,11847.0
Los Ríos,2022,60-64,Male,11533.0
Los Ríos,2022,65-69,Female,10232.0
Los Ríos,2022,65-69,Male,9304.0
Los Ríos,2022,70-74,Female,8083.0
Los Ríos,2022,70-74,Male,6878.0
Los Ríos,2022,75-79,Female,6008.0
Los Ríos,2022,75-79,Male,4706.0
Los Ríos,2022,80+,Female,9139.0
Los Ríos,2022,80+,Male,5326.0
Los Ríos,2023,0-4,Female,10914.0
Los Ríos,2023,0-4,Male,11284.0
Los Ríos,2023,10-14,Female,13680.0
Los Ríos,2023,10-14,Male,14096.0
Los Ríos,2023,15-19,Female,13107.0
Los Ríos,2023,15-19,Male,13505.0
Los Ríos,2023,20-24,Female,13838.0
Los Ríos,2023,20-24,Male,13548.0
Los Ríos,2023,25-29,Female,15165.0
Los Ríos,2023,25-29,Male,14565.0
Los Ríos,2023,30-34,Female,16258.0
Los Ríos,2023,30-34,Male,15500.0
Los Ríos,2023,35-39,Female,14341.0
Los Ríos,2023,35-39,Male,13375.0
Los Ríos,2023,40-44,Female,13377.0
Los Ríos,2023,40-44,Male,12991.0
Los Ríos,2023,45-49,Female,13065.0
Los Ríos,2023,45-49,Male,13058.0
Los Ríos,2023,5-9,Female,12125.0
Los Ríos,2023,5-9,Male,12484.0
Los Ríos,2023,50-54,Female,13428.0
Los Ríos,2023,50-54,Male,13236.0
Los Ríos,2023,55-59,Female,14034.0
Los Ríos,2023,55-59,Male,13994.0
Los Ríos,2023,60-64,Female,12363.0
Los Ríos,2023,60-64,Male,12088.0
Los Ríos,2023,65-69,Female,10417.0
Los Ríos,2023,65-69,Male,9534.0
Los Ríos,2023,70-74,Female,8486.0
Los Ríos,2023,70-74,Male,7251.0
Los Ríos,2023,75-79,Female,6189.0
Los Ríos,2023,75-79,Male,4887.0
Los Ríos,2023,80+,Female,9470.0
Los Ríos,2023,80+,Male,5552.0
Los Ríos,2024,0-4,Female,10900.0
Los Ríos,2024,0-4,Male,11272.0
Los Ríos,2024,10-14,Female,13531.0
Los Ríos,2024,10-14,Male,13935.0
Los Ríos,2024,15-19,Female,13280.0
Los Ríos,2024,15-19,Male,13657.0
Los Ríos,2024,20-24,Female,13387.0
Los Ríos,2024,20-24,Male,13057.0
Los Ríos,2024,25-29,Female,14800.0
Los Ríos,2024,25-29,Male,14147.0
Los Ríos,2024,30-34,Female,16284.0
Los Ríos,2024,30-34,Male,15524.0
Los Ríos,2024,35-39,Female,14837.0
Los Ríos,2024,35-39,Male,13899.0
Los Ríos,2024,40-44,Female,13605.0
Los Ríos,2024,40-44,Male,13084.0
Los Ríos,2024,45-49,Female,12880.0
Los Ríos,2024,45-49,Male,12890.0
Los Ríos,2024,5-9,Female,11835.0
Los Ríos,2024,5-9,Male,12181.0
Los Ríos,2024,50-54,Female,13323.0
Los Ríos,2024,50-54,Male,13101.0
Los Ríos,2024,55-59,Female,14048.0
Los Ríos,2024,55-59,Male,13915.0
Los Ríos,2024,60-64,Female,12830.0
Los Ríos,2024,60-64,Male,12578.0
Los Ríos,2024,65-69,Female,10624.0
Los Ríos,2024,65-69,Male,9793.0
Los Ríos,2024,70-74,Female,8887.0
Los Ríos,2024,70-74,Male,7626.0
Los Ríos,2024,75-79,Female,6388.0
Los Ríos,2024,75-79,Male,5084.0
Los Ríos,2024,80+,Female,9807.0
Los Ríos,2024,80+,Male,5797.0
Magallanes,2019,0-4,Female,4960.0
Magallanes,2019,0-4,Male,5128.0
Magallanes,2019,10-14,Female,5504.0
Magallanes,2019,10-14,Male,5783.0
Magallanes,2019,15-19,Female,5317.0
Magallanes,2019,15-19,Male,6244.0
Magallanes,2019,20-24,Female,5707.0
Magallanes,2019,20-24,Male,6537.0
Magallanes,2019,25-29,Female,6986.0
Magallanes,2019,25-29,Male,7453.0
Magallanes,2019,30-34,Female,7148.0
Magallanes,2019,30-34,Male,7435.0
Magallanes,2019,35-39,Female,6711.0
Magallanes,2019,35-39,Male,6940.0
Magallanes,2019,40-44,Female,6180.0
Magallanes,2019,40-44,Male,6519.0
Magallanes,2019,45-49,Female,5436.0
Magallanes,2019,45-49,Male,5674.0
Magallanes,2019,5-9,Female,5454.0
Magallanes,2019,5-9,Male,5634.0
Magallanes,2019,50-54,Female,5554.0
Magallanes,2019,50-54,Male,5551.0
Magallanes,2019,55-59,Female,5513.0
Magallanes,2019,55-59,Male,5544.0
Magallanes,2019,60-64,Female,4812.0
Magallanes,2019,60-64,Male,5069.0
Magallanes,2019,65-69,Female,3706.0
Magallanes,2019,65-69,Male,3892.0
Magallanes,2019,70-74,Female,2605.0
Magallanes,2019,70-74,Male,2537.0
Magallanes,2019,75-79,Female,2008.0
Magallanes,2019,75-79,Male,1660.0
Magallanes,2019,80+,Female,2928.0
Magallanes,2019,80+,Male,1855.0
Magallanes,2020,0-4,Female,4880.0
Magallanes,2020,0-4,Male,5049.0
Magallanes,2020,10-14,Female,5581.0
Magallanes,2020,10-14,Male,5875.0
Magallanes,2020,15-19,Female,5241.0
Magallanes,2020,15-19,Male,6186.0
Magallanes,2020,20-24,Female,5726.0
Magallanes,2020,20-24,Male,6584.0
Magallanes,2020,25-29,Female,7035.0
Magallanes,2020,25-29,Male,7519.0
Magallanes,2020,30-34,Female,7417.0
Magallanes,2020,30-34,Male,7758.0
Magallanes,2020,35-39,Female,6849.0
Magallanes,2020,35-39,Male,6986.0
Magallanes,2020,40-44,Female,6320.0
Magallanes,2020,40-44,Male,6680.0
Magallanes,2020,45-49,Female,5558.0
Magallanes,2020,45-49,Male,5810.0
Magallanes,2020,5-9,Female,5410.0
Magallanes,2020,5-9,Male,5589.0
Magallanes,2020,50-54,Female,5471.0
Magallanes,2020,50-54,Male,5512.0
Magallanes,2020,55-59,Female,5540.0
Magallanes,2020,55-59,Male,5524.0
Magallanes,2020,60-64,Female,4966.0
Magallanes,2020,60-64,Male,5172.0
Magallanes,2020,65-69,Female,3911.0
Magallanes,2020,65-69,Male,4102.0
Magallanes,2020,70-74,Female,2699.0
Magallanes,2020,70-74,Male,2663.0
Magallanes,2020,75-79,Female,2059.0
Magallanes,2020,75-79,Male,1731.0
Magallanes,2020,80+,Female,3024.0
Magallanes,2020,80+,Male,1935.0
Magallanes,2021,0-4,Female,4806.0
Magallanes,2021,0-4,Male,4977.0
Magallanes,2021,10-14,Female,5603.0
Magallanes,2021,10-14,Male,5902.0
Magallanes,2021,15-19,Female,5167.0
Magallanes,2021,15-19,Male,6122.0
Magallanes,2021,20-24,Female,5649.0
Magallanes,2021,20-24,Male,6527.0
Magallanes,2021,25-29,Female,7003.0
Magallanes,2021,25-29,Male,7519.0
Magallanes,2021,30-34,Female,7624.0
Magallanes,2021,30-34,Male,8001.0
Magallanes,2021,35-39,Female,6953.0
Magallanes,2021,35-39,Male,7053.0
Magallanes,2021,40-44,Female,6427.0
Magallanes,2021,40-44,Male,6812.0
Magallanes,2021,45-49,Female,5731.0
Magallanes,2021,45-49,Male,5976.0
Magallanes,2021,5-9,Female,5346.0
Magallanes,2021,5-9,Male,5517.0
Magallanes,2021,50-54,Female,5347.0
Magallanes,2021,50-54,Male,5434.0
Magallanes,2021,55-59,Female,5530.0
Magallanes,2021,55-59,Male,5489.0
Magallanes,2021,60-64,Female,5098.0
Magallanes,2021,60-64,Male,5238.0
Magallanes,2021,65-69,Female,4078.0
Magallanes,2021,65-69,Male,4258.0
Magallanes,2021,70-74,Female,2854.0
Magallanes,2021,70-74,Male,2839.0
Magallanes,2021,75-79,Female,2119.0
Magallanes,2021,75-79,Male,1817.0
Magallanes,2021,80+,Female,3114.0
Magallanes,2021,80+,Male,2019.0
Magallanes,2022,0-4,Female,4785.0
Magallanes,2022,0-4,Male,4958.0
Magallanes,2022,10-14,Female,5588.0
Magallanes,2022,10-14,Male,5878.0
Magallanes,2022,15-19,Female,5112.0
Magallanes,2022,15-19,Male,6074.0
Magallanes,2022,20-24,Female,5504.0
Magallanes,2022,20-24,Male,6397.0
Magallanes,2022,25-29,Female,6943.0
Magallanes,2022,25-29,Male,7495.0
Magallanes,2022,30-34,Female,7754.0
Magallanes,2022,30-34,Male,8151.0
Magallanes,2022,35-39,Female,7033.0
Magallanes,2022,35-39,Male,7171.0
Magallanes,2022,40-44,Female,6547.0
Magallanes,2022,40-44,Male,6899.0
Magallanes,2022,45-49,Female,5889.0
Magallanes,2022,45-49,Male,6127.0
Magallanes,2022,5-9,Female,5244.0
Magallanes,2022,5-9,Male,5412.0
Magallanes,2022,50-54,Female,5279.0
Magallanes,2022,50-54,Male,5405.0
Magallanes,2022,55-59,Female,5470.0
Magallanes,2022,55-59,Male,5446.0
Magallanes,2022,60-64,Female,5215.0
Magallanes,2022,60-64,Male,5275.0
Magallanes,2022,65-69,Female,4248.0
Magallanes,2022,65-69,Male,4403.0
Magallanes,2022,70-74,Female,3020.0
Magallanes,2022,70-74,Male,3015.0
Magallanes,2022,75-79,Female,2186.0
Magallanes,2022,75-79,Male,1916.0
Magallanes,2022,80+,Female,3202.0
Magallanes,2022,80+,Male,2102.0
Magallanes,2023,0-4,Female,4790.0
Magallanes,2023,0-4,Male,4961.0
Magallanes,2023,10-14,Female,5513.0
Magallanes,2023,10-14,Male,5790.0
Magallanes,2023,15-19,Female,5110.0
Magallanes,2023,15-19,Male,6064.0
Magallanes,2023,20-24,Female,5342.0
Magallanes,2023,20-24,Male,6251.0
Magallanes,2023,25-29,Female,6876.0
Magallanes,2023,25-29,Male,7464.0
Magallanes,2023,30-34,Female,7779.0
Magallanes,2023,30-34,Male,8197.0
Magallanes,2023,35-39,Female,7160.0
Magallanes,2023,35-39,Male,7370.0
Magallanes,2023,40-44,Female,6662.0
Magallanes,2023,40-44,Male,6949.0
Magallanes,2023,45-49,Female,6033.0
Magallanes,2023,45-49,Male,6270.0
Magallanes,2023,5-9,Female,5138.0
Magallanes,2023,5-9,Male,5309.0
Magallanes,2023,50-54,Female,5252.0
Magallanes,2023,50-54,Male,5427.0
Magallanes,2023,55-59,Female,5429.0
Magallanes,2023,55-59,Male,5403.0
Magallanes,2023,60-64,Female,5280.0
Magallanes,2023,60-64,Male,5280.0
Magallanes,2023,65-69,Female,4415.0
Magallanes,2023,65-69,Male,4534.0
Magallanes,2023,70-74,Female,3205.0
